carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Ideal,G,VVS1,61.8,56.0,720,4.34,4.37,2.69
0.53,Ideal,D,VS2,61.2,56.0,1956,5.23,5.2,3.19
1.3,Ideal,H,VS2,62.9,56.0,5387,7.0,6.96,4.39
1.22,Ideal,G,VVS2,62.3,56.0,10038,6.81,6.84,4.25
1.0,Premium,G,VS2,63.0,59.0,5806,6.4,6.36,4.02
0.92,Ideal,E,VS1,62.6,57.0,5023,6.18,6.13,3.85
2.24,Ideal,F,SI2,60.3,59.0,17989,8.47,8.5,5.12
1.03,Ideal,E,SI1,62.0,55.0,5411,6.46,6.5,4.02
1.07,Ideal,E,SI2,61.7,57.0,4374,6.59,6.56,4.06
1.2,Premium,E,SI1,60.9,57.0,7274,6.86,6.8,4.16
0.32,Very Good,E,SI1,62.2,57.0,561,4.38,4.43,2.74
0.35,Very Good,H,VVS1,61.1,56.0,733,4.54,4.57,2.78
0.42,Ideal,H,VVS1,61.9,54.2,1094,4.8,4.82,2.98
0.54,Ideal,D,VS2,61.1,56.0,1993,5.29,5.25,3.22
0.55,Good,F,VS2,58.2,58.0,1624,5.42,5.46,3.16
0.72,Very Good,F,VS1,63.4,57.0,3264,5.68,5.7,3.61
0.9,Very Good,F,SI2,61.1,54.0,3519,6.27,6.29,3.84
1.11,Ideal,G,VS2,61.6,56.0,8400,6.62,6.65,4.09
0.29,Very Good,G,VVS1,62.0,55.0,607,4.27,4.29,2.65
0.9,Good,F,SI1,58.0,58.0,3699,6.24,6.28,3.63
1.06,Ideal,I,VS1,61.2,57.0,5651,6.59,6.56,4.03
0.55,Ideal,E,SI1,62.5,56.0,1609,5.21,5.25,3.27
2.32,Premium,J,VS2,62.4,57.0,17053,8.48,8.4,5.27
0.71,Ideal,E,VS2,62.2,57.0,3073,5.69,5.73,3.55
1.04,Very Good,H,SI1,62.2,57.0,4791,6.42,6.48,4.01
0.91,Very Good,D,SI1,62.8,58.0,5033,6.16,6.19,3.88
0.8,Very Good,E,SI1,63.1,56.0,3050,5.93,5.83,3.71
1.13,Premium,H,SI2,61.1,59.0,4619,6.73,6.65,4.09
0.33,Ideal,E,SI1,61.9,57.0,743,4.46,4.43,2.75
1.76,Ideal,I,SI2,61.2,55.0,9540,7.76,7.79,4.76
0.38,Premium,I,SI1,60.5,58.0,581,4.67,4.72,2.84
1.51,Good,J,SI2,58.1,64.0,6104,7.53,7.57,4.39
0.34,Ideal,D,VS2,62.0,54.0,805,4.48,4.52,2.79
1.0,Very Good,E,SI2,60.7,59.0,4311,6.38,6.44,3.89
1.7,Fair,H,SI2,64.5,55.0,9682,7.58,7.52,4.87
0.5,Very Good,F,IF,61.4,60.0,2238,5.07,5.1,3.12
0.75,Very Good,E,VVS1,62.3,57.0,4889,5.73,5.83,3.6
1.13,Premium,G,I1,61.2,58.0,3746,6.77,6.66,4.11
0.7,Fair,G,VS2,65.3,57.0,2338,5.58,5.47,3.61
0.42,Ideal,F,VVS2,61.1,57.0,1221,4.84,4.82,2.95
0.55,Ideal,D,SI2,61.3,57.0,1272,5.23,5.28,3.22
1.14,Very Good,F,I1,61.3,55.8,4050,6.74,6.76,4.13
0.25,Very Good,E,VVS1,62.9,59.0,576,3.99,4.02,2.52
1.71,Very Good,H,VS2,62.6,59.0,13445,7.54,7.58,4.73
0.71,Ideal,H,SI2,62.6,56.0,2376,5.65,5.75,3.57
0.31,Ideal,I,VS1,61.6,55.0,489,4.34,4.36,2.68
0.9,Very Good,D,SI1,63.4,53.0,4187,6.1,6.17,3.89
0.3,Premium,E,VS2,60.4,58.0,658,4.3,4.34,2.61
0.4,Very Good,F,SI1,63.3,57.0,798,4.68,4.73,2.98
0.31,Ideal,G,VVS2,62.4,54.0,687,4.37,4.38,2.73
0.27,Ideal,G,VS2,61.5,55.0,490,4.18,4.21,2.58
0.3,Ideal,G,VS1,61.1,56.0,673,4.36,4.35,2.66
0.91,Premium,F,SI2,58.2,61.0,3746,6.58,6.41,3.77
0.36,Ideal,G,VVS2,61.7,54.0,794,4.59,4.62,2.84
1.01,Fair,F,SI1,65.0,61.0,5131,6.29,6.23,4.07
0.5,Premium,D,SI1,62.2,59.0,1654,5.13,5.1,3.18
1.04,Very Good,D,VS1,60.8,58.0,6915,6.5,6.53,3.96
0.7,Ideal,E,VS2,62.0,57.0,3093,5.68,5.71,3.53
1.05,Fair,F,SI1,64.6,57.0,5186,6.39,6.33,4.11
0.53,Ideal,G,SI1,61.0,56.0,1284,5.23,5.26,3.2
0.3,Very Good,I,VVS1,63.1,57.0,709,4.29,4.27,2.7
0.71,Very Good,D,VS2,61.8,55.0,3084,5.72,5.74,3.54
0.45,Very Good,D,SI1,61.0,59.0,927,4.94,5.0,3.03
1.02,Ideal,H,SI2,60.7,57.0,4398,6.54,6.51,3.96
0.58,Ideal,G,SI2,61.5,55.0,1276,5.38,5.42,3.32
0.32,Very Good,J,SI1,63.2,56.0,480,4.36,4.31,2.74
0.72,Very Good,H,SI1,63.7,57.0,2168,5.66,5.7,3.62
0.73,Very Good,I,VS1,62.4,56.0,2288,5.72,5.76,3.58
1.03,Ideal,E,SI2,62.5,56.0,4522,6.48,6.45,4.04
0.4,Very Good,D,VS2,63.6,55.0,850,4.68,4.72,2.99
0.7,Fair,G,I1,67.3,59.0,956,5.51,5.45,3.69
0.63,Ideal,E,VS2,61.5,56.0,2513,5.48,5.54,3.39
0.43,Premium,G,VVS1,62.2,58.0,1207,4.78,4.83,2.99
0.7,Very Good,E,VS2,60.2,62.0,2843,5.71,5.75,3.45
1.07,Very Good,G,VS2,60.9,58.0,6355,6.56,6.6,4.01
0.54,Ideal,F,SI1,59.8,57.0,1369,5.31,5.29,3.17
0.3,Ideal,H,IF,62.1,55.0,789,4.27,4.3,2.66
0.36,Very Good,G,SI1,63.3,56.0,689,4.53,4.5,2.86
0.71,Ideal,D,VS2,59.9,57.0,3540,5.8,5.83,3.48
0.3,Ideal,E,VS2,61.6,55.0,658,4.31,4.33,2.66
1.25,Premium,J,VS1,62.2,58.0,5740,6.92,6.88,4.29
0.3,Ideal,G,VVS2,62.2,57.0,655,4.25,4.3,2.66
0.3,Premium,G,VS1,61.8,60.0,605,4.29,4.32,2.66
0.33,Ideal,D,VS2,62.5,55.0,1002,4.45,4.41,2.77
0.3,Ideal,J,VS1,59.7,57.0,506,4.4,4.37,2.62
1.01,Ideal,E,VS2,60.4,58.0,7900,6.49,6.52,3.93
2.1,Premium,G,SI2,62.6,56.0,15175,8.2,8.16,5.12
0.5,Ideal,D,VS1,61.9,55.0,1937,5.09,5.12,3.16
1.16,Premium,H,SI1,60.2,59.0,5480,6.84,6.77,4.1
0.72,Ideal,F,VVS1,61.0,56.0,4362,5.78,5.8,3.53
1.2,Good,E,SI1,64.0,61.0,7096,6.67,6.61,4.25
0.43,Very Good,G,VS1,58.4,60.0,817,4.95,4.98,2.9
0.56,Premium,E,VS2,58.8,59.0,1882,5.45,5.36,3.18
1.23,Ideal,I,SI1,62.1,57.0,6449,6.83,6.88,4.26
1.31,Premium,H,VS2,59.8,58.0,7732,7.19,7.09,4.27
0.31,Very Good,D,SI2,62.5,55.0,462,4.3,4.34,2.7
0.5,Good,H,VVS2,66.1,58.0,1214,4.87,4.9,3.23
0.52,Ideal,D,SI1,61.5,55.0,1720,5.22,5.19,3.2
1.17,Premium,H,SI2,62.7,56.0,4914,6.74,6.68,4.21
0.59,Premium,F,VS2,61.5,58.0,1769,5.45,5.41,3.34
0.33,Ideal,G,IF,61.3,57.0,1052,4.46,4.42,2.72
0.31,Ideal,G,VVS1,61.9,55.0,816,4.3,4.36,2.68
0.31,Very Good,G,VS1,60.4,59.0,542,4.37,4.41,2.65
0.53,Very Good,F,VVS2,61.4,57.0,2175,5.2,5.22,3.2
1.01,Very Good,F,VS2,62.3,59.0,6073,6.37,6.44,3.99
0.71,Ideal,H,VVS1,60.8,56.0,2741,5.75,5.83,3.52
1.29,Ideal,F,SI2,61.9,55.0,7126,6.95,7.01,4.32
1.16,Premium,H,VS2,62.3,56.0,6202,6.77,6.68,4.19
1.19,Premium,I,SI2,61.6,56.0,4438,6.87,6.83,4.22
1.56,Ideal,G,VS2,62.2,54.0,12800,0.0,0.0,0.0
2.01,Ideal,I,SI1,62.2,56.0,15116,8.12,8.06,5.03
0.31,Premium,E,VS2,58.6,58.0,639,4.46,4.42,2.6
1.02,Premium,J,SI2,62.3,58.0,3119,6.42,6.37,3.98
0.32,Ideal,G,VS2,62.0,57.0,672,4.41,4.37,2.72
1.59,Very Good,J,VS1,60.7,59.0,8515,7.49,7.54,4.56
0.71,Ideal,F,VS1,62.1,57.0,3066,5.73,5.76,3.57
0.31,Premium,E,IF,61.0,59.0,1133,4.39,4.36,2.67
0.52,Very Good,F,VVS1,62.0,57.0,2314,5.11,5.15,3.18
1.01,Premium,H,SI2,60.3,60.0,4638,6.49,6.47,3.91
0.43,Ideal,F,SI1,62.5,56.0,760,4.82,4.84,3.02
1.53,Premium,D,SI2,59.9,58.0,8739,7.54,7.41,4.48
1.2,Very Good,H,SI2,60.7,60.0,4831,6.81,6.89,4.16
0.54,Ideal,H,VS1,61.5,56.0,1381,5.22,5.25,3.22
0.55,Ideal,I,VVS1,62.7,57.0,1593,5.17,5.23,3.26
0.23,Very Good,H,VVS1,61.6,56.0,434,3.94,3.97,2.43
0.23,Very Good,D,VVS1,61.3,61.0,492,3.94,3.99,2.43
0.55,Ideal,F,SI1,61.7,56.4,1598,5.26,5.3,3.25
1.11,Ideal,H,SI1,61.6,56.0,5358,6.65,6.69,4.11
0.4,Premium,E,VS1,62.8,59.0,1125,4.67,4.63,2.92
0.41,Premium,D,VVS1,61.6,58.0,1582,4.78,4.74,2.93
0.9,Good,G,SI1,63.7,60.0,3734,6.07,6.11,3.88
1.06,Ideal,J,VS2,62.4,54.0,4643,6.51,6.57,4.08
0.56,Ideal,G,SI1,61.2,59.0,1322,5.26,5.32,3.24
0.32,Ideal,D,VS2,62.4,57.0,758,4.34,4.38,2.72
1.56,Ideal,G,VS1,61.3,56.0,14957,7.46,7.51,4.59
0.23,Very Good,F,VVS1,59.3,58.0,530,4.02,4.04,2.39
1.09,Ideal,H,VS1,61.3,54.0,6643,6.66,6.68,4.09
1.51,Ideal,D,VS2,62.1,58.0,15821,7.32,7.34,4.55
0.3,Fair,E,VVS2,51.0,67.0,945,4.67,4.62,2.37
0.64,Premium,H,SI1,60.0,59.0,1274,5.63,5.57,3.36
0.6,Very Good,F,VS2,62.1,57.0,1772,5.37,5.39,3.34
1.24,Ideal,I,SI2,61.8,58.0,5866,6.85,6.9,4.25
0.52,Premium,G,VS2,62.0,58.0,1577,5.2,5.16,3.21
1.62,Very Good,J,SI2,61.6,60.0,7072,7.52,7.64,4.67
0.33,Very Good,I,SI1,63.2,58.0,572,4.38,4.36,2.76
0.39,Very Good,F,VS1,63.7,57.0,895,4.63,4.67,2.96
1.2,Ideal,G,VVS1,61.2,56.0,9744,6.89,6.86,4.21
0.35,Premium,H,VVS1,61.2,60.0,1024,4.55,4.5,2.77
0.7,Very Good,I,VVS1,61.6,58.0,2390,5.69,5.71,3.51
0.57,Very Good,J,VS2,63.3,56.0,1207,5.28,5.24,3.33
0.45,Good,E,SI1,63.9,57.0,829,4.81,4.86,3.09
0.32,Good,E,SI1,63.3,55.0,524,4.33,4.36,2.75
0.51,Ideal,D,SI1,60.6,57.0,1403,5.15,5.18,3.13
0.23,Premium,D,VS2,58.5,61.0,411,4.06,3.98,2.35
0.41,Premium,G,VS1,62.1,60.0,961,4.78,4.72,2.95
1.4,Very Good,F,SI2,59.9,60.0,7345,7.29,7.38,4.44
1.31,Premium,G,VS1,61.5,59.0,10071,7.06,7.0,4.32
0.31,Ideal,G,VVS1,60.9,55.0,789,4.4,4.43,2.69
1.1,Very Good,D,SI2,61.6,57.0,5226,6.61,6.67,4.09
1.03,Ideal,D,SI1,62.4,57.0,5653,6.47,6.44,4.03
1.2,Very Good,H,SI1,62.5,59.0,6019,6.66,6.72,4.18
0.38,Very Good,I,VS2,61.7,56.0,680,4.65,4.68,2.88
1.01,Premium,F,SI2,63.0,60.0,3897,6.35,6.28,3.98
1.01,Ideal,I,VS2,62.5,56.0,5855,6.38,6.41,4.0
0.3,Good,G,VS2,63.9,55.0,675,4.28,4.27,2.73
0.31,Premium,D,SI1,61.4,58.0,571,4.34,4.39,2.68
0.7,Ideal,I,VS2,61.9,53.2,2240,5.68,5.71,3.56
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56
1.12,Very Good,I,SI2,61.2,59.0,4533,6.69,6.74,4.11
0.31,Very Good,H,VS2,63.1,57.0,628,4.32,4.27,2.71
0.73,Very Good,F,SI2,61.7,60.0,2624,5.71,5.8,3.55
0.39,Ideal,H,VS1,61.9,57.0,740,4.71,4.76,2.93
1.0,Ideal,G,VVS1,61.9,57.0,8366,6.43,6.39,3.97
0.52,Ideal,G,VVS1,61.6,55.0,2063,5.14,5.18,3.18
0.56,Ideal,E,VS1,61.3,55.0,2032,5.32,5.29,3.25
0.26,Very Good,G,VVS2,62.6,56.0,486,4.1,4.13,2.57
0.36,Very Good,E,VS2,60.4,58.0,677,4.58,4.62,2.78
0.36,Ideal,I,IF,60.8,57.0,852,4.6,4.64,2.81
1.0,Fair,G,SI1,64.4,57.0,4295,6.32,6.28,4.06
1.05,Ideal,G,SI1,59.7,56.0,5204,6.67,6.64,3.97
0.54,Ideal,D,VS2,61.8,56.0,1993,5.24,5.21,3.23
0.43,Ideal,E,VVS2,60.8,57.0,1135,4.9,4.87,2.97
0.51,Very Good,D,SI1,61.7,58.0,1403,5.09,5.12,3.15
0.9,Good,E,SI1,62.6,62.0,3945,6.15,6.18,3.86
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0
1.5,Premium,H,SI2,62.1,58.0,6458,7.31,7.21,4.51
0.31,Ideal,E,VS2,60.8,54.0,872,4.4,4.39,2.67
2.01,Ideal,G,SI1,62.1,57.0,18736,8.07,8.09,5.02
0.79,Premium,E,VS2,60.6,53.0,2876,6.04,5.98,3.64
0.25,Very Good,F,VVS2,59.3,59.0,548,4.15,4.18,2.47
0.5,Ideal,F,VVS2,62.0,55.0,2160,5.12,5.1,3.17
1.34,Very Good,I,SI1,61.1,59.0,6763,7.05,7.12,4.33
0.38,Ideal,I,SI1,62.3,56.0,746,4.63,4.58,2.87
0.31,Ideal,F,SI1,62.0,55.2,515,4.32,4.35,2.69
0.31,Very Good,F,IF,61.4,55.0,914,4.39,4.41,2.7
0.73,Ideal,E,VS1,61.4,55.0,3471,5.8,5.82,3.57
0.26,Very Good,E,VVS2,58.9,61.0,564,4.16,4.19,2.46
0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83
1.06,Ideal,G,SI2,62.5,55.0,4238,6.55,6.51,4.08
0.54,Very Good,F,VVS2,63.2,54.0,2115,5.2,5.18,3.28
0.54,Ideal,G,SI2,60.4,59.0,1153,5.24,5.29,3.18
1.01,Premium,G,SI1,62.5,60.0,4672,6.39,6.34,3.98
0.4,Very Good,G,VVS2,61.6,58.0,925,4.73,4.78,2.93
1.24,Very Good,H,SI2,63.2,55.0,5486,6.88,6.83,4.33
1.01,Ideal,E,VS2,62.1,56.0,7355,6.41,6.45,3.99
1.51,Ideal,G,VS1,61.6,56.0,14542,7.34,7.37,4.53
0.91,Premium,J,SI1,62.8,59.0,2905,6.19,6.14,3.87
0.7,Very Good,E,SI2,63.2,56.0,2298,5.6,5.64,3.55
0.31,Very Good,D,SI1,63.1,57.0,732,4.32,4.3,2.72
1.02,Ideal,G,IF,62.3,57.0,8955,6.43,6.5,4.03
0.45,Ideal,G,VS1,59.0,60.0,1055,4.98,5.05,2.96
0.31,Good,D,SI1,63.7,54.0,571,4.31,4.35,2.76
1.09,Premium,H,SI2,62.5,58.0,4639,6.61,6.55,4.11
1.01,Ideal,D,VS2,62.6,55.0,8279,6.42,6.46,4.03
0.36,Premium,F,VS2,58.5,58.0,869,4.69,4.65,2.73
0.33,Ideal,I,IF,61.5,56.0,719,4.43,4.47,2.74
1.18,Ideal,G,VVS1,61.1,57.0,9095,6.78,6.84,4.16
0.42,Ideal,E,SI1,61.3,57.0,773,4.79,4.81,2.94
1.2,Very Good,H,SI1,60.8,58.0,6077,6.8,6.85,4.15
0.71,Ideal,E,VS2,62.2,57.0,2776,5.79,5.62,3.55
0.32,Premium,G,SI1,62.6,58.0,612,4.37,4.35,2.73
0.39,Very Good,I,VS2,60.1,57.0,679,4.74,4.77,2.86
0.31,Premium,E,VVS2,62.2,56.0,1116,4.31,4.28,2.67
1.71,Ideal,J,VVS2,61.6,59.0,10945,7.65,7.68,4.72
1.01,Good,H,SI2,63.0,61.0,4865,6.32,6.29,3.97
0.26,Ideal,F,VS1,62.1,54.0,618,4.12,4.13,2.56
0.3,Premium,F,VS2,62.5,58.0,605,4.26,4.28,2.67
0.43,Premium,F,VS1,61.0,57.0,1129,4.89,4.84,2.97
2.36,Ideal,H,SI2,62.2,55.0,17569,8.51,8.56,5.3
0.73,Ideal,E,SI1,61.8,56.0,2728,5.77,5.81,3.58
1.02,Premium,I,SI2,61.2,59.0,3856,6.51,6.46,3.97
0.39,Ideal,H,VS2,62.3,55.0,707,4.67,4.7,2.92
0.54,Ideal,E,SI2,60.6,57.0,1340,5.28,5.25,3.19
0.71,Ideal,G,VVS1,62.8,56.0,3254,5.71,5.76,3.6
0.72,Ideal,F,VS1,61.4,56.0,3759,5.75,5.79,3.54
0.71,Ideal,D,SI2,61.9,56.0,2452,5.78,5.73,3.56
0.32,Ideal,G,VS2,61.8,57.0,561,4.38,4.42,2.72
0.71,Ideal,E,VS2,60.3,56.0,3217,5.8,5.84,3.51
0.3,Good,G,VVS1,63.4,56.0,789,4.27,4.31,2.72
0.38,Very Good,H,SI2,63.4,57.0,702,4.63,4.58,2.92
1.01,Very Good,G,VS2,63.2,55.0,5701,6.39,6.34,4.02
0.36,Premium,D,SI2,61.5,60.0,537,4.54,4.6,2.81
0.3,Ideal,I,VVS2,62.2,55.0,515,4.3,4.32,2.68
2.05,Premium,H,VS2,60.7,61.0,16235,8.25,8.13,4.97
1.0,Very Good,I,VS1,63.3,55.0,4641,6.39,6.34,4.03
0.35,Ideal,E,VVS1,62.1,57.0,1195,4.52,4.55,2.81
0.9,Good,D,SI1,58.5,63.0,4469,6.21,6.3,3.66
1.7,Ideal,G,VS2,61.3,57.0,15941,7.67,7.6,4.68
0.33,Ideal,E,VVS2,61.8,56.0,953,4.46,4.44,2.75
0.9,Ideal,G,VS1,61.6,56.3,4531,6.22,6.3,3.86
0.38,Ideal,G,VS2,61.2,55.0,778,4.69,4.72,2.88
1.01,Very Good,H,VS1,63.0,55.0,5055,6.35,6.41,4.02
0.34,Ideal,F,VS1,62.2,56.0,745,4.44,4.47,2.77
1.47,Very Good,G,VS2,62.7,56.0,11060,7.15,7.18,4.49
0.41,Good,F,SI1,63.2,59.0,755,4.68,4.72,2.97
0.75,Ideal,D,VS2,61.1,55.0,3679,5.87,5.89,3.6
0.42,Ideal,G,VVS1,60.6,56.0,1179,4.86,4.88,2.95
0.83,Ideal,F,SI1,61.8,55.0,4009,6.01,6.06,3.73
0.34,Ideal,G,VVS1,61.9,54.0,863,4.49,4.52,2.79
0.77,Good,J,SI1,63.3,57.0,1909,5.79,5.84,3.68
0.3,Very Good,D,VS2,62.5,59.0,710,4.23,4.28,2.66
0.25,Very Good,F,VVS2,60.4,59.0,575,4.09,4.12,2.48
0.37,Premium,H,VS1,60.9,60.0,833,4.63,4.6,2.81
0.52,Ideal,G,SI1,62.4,55.0,1325,5.15,5.17,3.22
0.8,Ideal,F,VS1,61.6,54.0,3953,5.95,5.99,3.68
0.71,Ideal,E,VS1,62.2,55.0,2866,5.74,5.7,3.56
0.27,Very Good,F,VVS1,61.8,55.0,604,4.13,4.16,2.56
0.32,Very Good,H,VS1,60.5,59.0,561,4.41,4.42,2.67
2.04,Very Good,I,I1,59.3,61.0,8257,8.25,8.3,4.91
0.7,Ideal,G,VS2,62.1,57.0,2536,5.66,5.7,3.53
0.76,Very Good,H,SI1,60.9,55.0,2838,5.92,5.94,3.61
1.63,Very Good,G,SI2,62.5,57.0,9556,7.54,7.57,4.72
2.01,Very Good,D,SI2,58.3,63.0,12639,8.28,8.25,4.82
0.9,Very Good,J,SI1,63.4,54.0,2834,6.17,6.14,3.9
1.09,Ideal,H,SI1,61.9,56.0,4784,6.61,6.64,4.1
1.01,Very Good,F,VVS1,62.8,59.0,9474,6.37,6.43,4.02
1.5,Ideal,G,SI2,61.4,56.0,8580,7.34,7.38,4.52
0.9,Very Good,H,VS1,62.3,59.0,4592,6.12,6.17,3.83
1.0,Very Good,G,VS2,61.2,56.0,5939,6.47,6.38,3.93
0.91,Ideal,G,SI2,62.2,57.0,3425,6.18,6.24,3.86
1.5,Ideal,I,SI1,62.3,55.0,8736,7.35,7.31,4.57
0.39,Very Good,I,VVS1,61.3,58.0,805,4.74,4.78,2.92
1.01,Premium,G,SI1,63.0,60.0,4118,6.34,6.3,3.98
0.56,Ideal,D,VVS1,61.8,56.0,3270,5.28,5.31,3.27
0.51,Ideal,F,SI2,62.7,57.0,1046,5.08,5.1,3.19
1.04,Ideal,I,VS1,62.4,57.0,5199,6.44,6.48,4.03
0.57,Ideal,G,SI1,62.1,56.0,1384,5.28,5.32,3.29
0.32,Ideal,H,IF,61.6,54.0,814,4.41,4.49,2.74
0.33,Very Good,E,SI1,59.1,58.0,579,4.51,4.56,2.68
0.7,Premium,G,VS1,62.2,57.0,2648,5.69,5.66,3.53
0.5,Ideal,F,VS2,62.9,55.0,1736,5.12,5.08,3.21
1.26,Fair,D,SI2,64.5,59.0,4746,6.75,6.71,4.34
0.9,Very Good,D,SI1,60.6,59.0,5040,6.23,6.28,3.79
0.26,Very Good,F,VS1,60.5,59.0,453,4.12,4.18,2.51
0.42,Ideal,G,VVS1,60.9,55.0,1023,4.83,4.89,2.96
0.9,Premium,E,VS1,59.4,59.0,5535,6.28,6.31,3.74
1.52,Ideal,H,VVS2,62.8,56.0,12764,7.32,7.3,4.59
1.31,Premium,G,VS2,61.3,58.0,9085,7.05,7.01,4.31
0.4,Ideal,D,VVS2,61.4,56.0,1078,4.75,4.8,2.93
1.24,Ideal,H,SI1,62.5,56.0,6095,6.92,6.88,4.31
0.46,Good,D,VS2,63.2,56.0,1205,4.89,4.92,3.1
0.77,Ideal,E,SI2,62.3,57.0,2689,5.88,5.91,3.67
0.38,Very Good,I,VS1,60.1,60.0,606,4.66,4.72,2.82
0.23,Very Good,E,VVS2,61.8,59.0,465,3.92,3.95,2.43
0.58,Good,E,SI1,61.0,62.0,1844,5.36,5.33,3.26
1.59,Ideal,H,VVS2,62.6,54.0,12971,7.43,7.47,4.67
1.51,Premium,H,SI2,62.3,62.0,7018,7.32,7.21,4.51
1.01,Premium,E,VS2,62.3,59.0,5430,6.38,6.33,3.96
0.45,Very Good,E,SI2,63.2,54.0,731,4.94,4.82,3.09
0.32,Ideal,G,SI2,61.6,56.0,459,4.4,4.43,2.72
1.08,Premium,D,VS2,61.2,60.0,7683,6.61,6.63,4.05
1.04,Ideal,I,SI1,61.2,56.0,4846,6.53,6.55,4.0
1.01,Ideal,F,SI2,62.9,57.0,4858,6.35,6.41,4.01
0.37,Ideal,D,SI1,61.9,54.0,643,4.62,4.65,2.87
0.31,Premium,H,IF,60.8,59.0,739,4.36,4.39,2.66
0.7,Very Good,J,VS2,63.2,57.0,1997,5.63,5.66,3.57
0.3,Ideal,D,VS2,62.3,56.0,911,4.3,4.27,2.67
0.51,Ideal,E,VS1,62.0,57.0,1841,5.11,5.15,3.18
0.6,Very Good,G,VVS2,62.2,56.0,2130,5.39,5.42,3.36
0.51,Premium,D,VS2,62.0,60.0,1807,5.12,5.07,3.16
0.72,Ideal,E,SI1,62.7,55.0,2886,5.64,5.69,3.55
1.11,Premium,H,I1,61.0,59.0,3205,6.61,6.67,4.05
0.32,Ideal,F,VS1,61.1,57.0,652,4.42,4.45,2.71
0.93,Premium,G,SI2,62.2,55.0,3689,6.27,6.24,3.89
0.53,Ideal,D,VS1,61.3,56.0,1952,5.21,5.23,3.2
0.91,Ideal,G,SI2,61.0,57.0,4360,6.25,6.28,3.82
0.46,Very Good,D,VS2,61.2,57.0,1321,4.96,5.0,3.05
0.7,Ideal,F,VS1,62.5,56.0,2751,5.73,5.7,3.57
0.61,Good,F,VS2,63.0,64.2,1971,5.29,5.32,3.34
1.7,Ideal,I,SI1,62.9,57.0,9901,7.57,7.5,4.74
1.01,Premium,F,VS2,62.3,58.0,6271,6.34,6.3,3.94
0.96,Premium,H,VS2,61.7,55.0,4529,6.36,6.31,3.91
0.3,Ideal,D,VVS2,62.9,56.0,965,4.29,4.27,2.69
1.5,Very Good,F,VS1,61.6,58.0,15022,7.35,7.43,4.55
1.61,Premium,I,VS2,58.4,59.0,9341,7.73,7.68,4.5
1.01,Very Good,G,SI1,62.6,59.0,4916,6.38,6.3,3.97
0.9,Good,E,SI2,63.4,62.0,3139,6.0,6.02,3.81
1.06,Ideal,H,VS2,62.5,57.0,5889,6.49,6.47,4.05
0.4,Ideal,I,VVS2,61.8,56.0,970,4.76,4.79,2.95
1.06,Ideal,F,VVS2,61.3,57.0,9547,6.56,6.59,4.03
1.76,Very Good,I,SI2,62.0,57.0,9898,7.7,7.74,4.78
0.43,Premium,D,VS2,60.2,59.0,1129,4.92,4.88,2.95
1.16,Premium,G,SI1,63.0,58.0,5366,6.7,6.66,4.21
1.07,Ideal,F,VS2,62.0,57.0,6459,6.5,6.47,4.08
1.02,Ideal,E,SI2,60.3,57.0,4798,6.53,6.5,3.95
0.32,Very Good,D,SI1,63.5,55.0,756,4.35,4.31,2.75
0.72,Very Good,E,VS2,63.0,56.0,2949,5.66,5.73,3.59
0.31,Ideal,E,VVS1,61.4,55.0,865,4.35,4.38,2.68
1.01,Very Good,G,VS2,62.8,58.0,5119,6.35,6.42,4.01
0.51,Very Good,H,SI1,63.4,57.0,1227,5.09,5.06,3.22
0.57,Ideal,G,VS1,61.4,55.0,1972,5.34,5.38,3.29
0.31,Ideal,D,SI1,63.0,54.0,732,4.35,4.32,2.73
1.0,Premium,G,VS1,62.0,62.0,6115,6.38,6.33,3.94
0.32,Premium,F,VS2,61.5,58.0,828,4.42,4.39,2.71
0.4,Premium,F,VS1,61.1,59.0,1050,4.75,4.71,2.89
0.7,Good,E,VS1,61.2,58.0,3148,5.66,5.72,3.48
0.33,Ideal,I,VVS2,62.4,57.0,579,4.41,4.44,2.76
0.36,Ideal,F,SI1,61.6,56.0,718,4.62,4.57,2.83
0.3,Ideal,E,VVS1,61.2,57.0,895,4.33,4.36,2.66
1.2,Very Good,F,SI2,63.3,59.0,4274,6.7,6.66,4.23
0.4,Ideal,G,VVS2,61.5,57.0,1172,4.74,4.76,2.92
0.55,Ideal,H,SI1,61.6,55.0,1314,5.29,5.32,3.27
2.04,Very Good,I,SI2,60.9,57.0,14527,8.14,8.19,4.97
1.03,Very Good,D,SI2,60.9,57.0,4545,6.53,6.55,3.98
1.07,Ideal,H,SI2,62.8,57.0,4494,6.58,6.5,4.11
0.83,Very Good,I,VVS1,61.8,56.0,3774,6.0,6.03,3.72
0.33,Ideal,G,IF,61.9,54.0,984,4.42,4.46,2.75
0.71,Very Good,I,SI2,60.4,59.0,2003,5.76,5.79,3.49
1.51,Ideal,I,SI1,62.6,55.0,9344,7.37,7.26,4.58
1.0,Ideal,G,SI1,62.4,56.0,4956,6.41,6.34,3.98
0.3,Premium,E,SI1,59.5,58.0,526,4.39,4.42,2.62
0.35,Ideal,F,VS1,62.4,57.0,1011,4.52,4.49,2.81
